Date,Open,High,Low,Close,Adj Close,Volume,Dummy,Damage,Dummy_over_0.5,Damage_over_0.5,Dummy_over_0.75,Damage_over_0.75,Dummy_over_0.90,Damage_over_0.90
2010-03-23,10500.000000,10500.000000,10430.000000,10430.000000,8295.171875,2,0,0,0,0,0,0,0,0
2010-03-24,10408.799805,10408.799805,10408.799805,10408.799805,8278.311523,0,0,0,0,0,0,0,0,0
2010-03-25,10460.000000,10460.000000,10350.000000,10350.000000,8231.546875,32,0,0,0,0,0,0,0,0
2010-03-26,10394.900391,10394.900391,10394.900391,10394.900391,8267.254883,0,0,0,0,0,0,0,0,0
2010-03-29,10370.000000,10370.000000,10370.000000,10370.000000,8247.451172,1,0,0,0,0,0,0,0,0
2010-03-30,10614.099609,10614.099609,10614.099609,10614.099609,8441.589844,0,0,0,0,0,0,0,0,0
2010-03-31,10650.000000,10650.000000,10650.000000,10650.000000,8470.142578,20,0,0,0,0,0,0,0,0
2010-04-01,10950.000000,10950.000000,10800.000000,10800.000000,8589.439453,16,0,0,0,0,0,0,0,0
2010-04-02,10850.000000,10850.000000,10850.000000,10850.000000,8629.205078,200,0,0,0,0,0,0,0,0
2010-04-05,10811.599609,10811.599609,10811.599609,10811.599609,8598.664063,0,0,0,0,0,0,0,0,0
2010-04-06,10890.000000,10890.000000,10870.000000,10870.000000,8645.113281,18,0,0,0,0,0,0,0,0
2010-04-07,11000.000000,11000.000000,11000.000000,11000.000000,8748.502930,105,0,0,0,0,0,0,0,0
2010-04-08,10860.000000,10860.000000,10850.000000,10850.000000,8629.205078,17,0,0,0,0,0,0,0,0
2010-04-09,11004.099609,11004.099609,11004.099609,11004.099609,8751.761719,0,0,0,0,0,0,0,0,0
2010-04-12,11000.000000,11040.000000,11000.000000,11040.000000,8780.315430,16,0,0,0,0,0,0,0,0
2010-04-13,10880.000000,10890.000000,10880.000000,10890.000000,8661.017578,6,0,0,0,0,0,0,0,0
2010-04-14,10972.000000,10972.000000,10972.000000,10972.000000,8726.234375,0,0,0,0,0,0,0,0,0
2010-04-15,11030.000000,11030.000000,11030.000000,11030.000000,8772.362305,12,0,0,0,0,0,0,0,0
2010-04-16,11110.000000,11110.000000,11030.000000,11030.000000,8772.362305,205,0,0,0,0,0,0,0,0
